sentiment,review
"మోడీ వేవ్ మొత్తం భారతదేశంలో బిజెపి ఆధిపత్యం చెలాయించింది! , న్యూస్ tak https://t.co/pqezgmpjlq ద్వారా @youtube",neutral
"త్రిపుర, నాగాలాండ్ మరియు మేఘాలయ ఫలితాలు, ఈశాన్య రాజు ఎవరు? యూట్యూబ్‌లో న్యూస్ తక్ లైవ్ చూడండి!

ఎవరు నిర్మించబడతారు… https://t.co/rf50mvnphc",neutral
హోలీ గురించి ఉత్తమమైనది మరియు చెత్త ఏమిటి? వర్గం: ... https://t.co/4uvuldjohx,neutral
వారణాసిలోని గంగా ఘాట్ వద్ద హోలీ -నిండిన పాటలు. పెద్ద కథ | న్యూస్ tak https://t.co/e6ws4hh2v9 @youtube ద్వారా,neutral
"RT @newstakofficial: @newstakofficial ను అనుసరించండి మరియు చూడండి. Delhi ిల్లీలో వేలాది మంది ఎస్ఎస్సి విద్యార్థులు ఎందుకు రకస్ చేస్తున్నారు? , పెద్ద కథ | వార్తలు ... ht…",neutral
"RT @AAJTAK: లోక్‌పాల్ సమస్యపై @Nayakragini మరియు @sambitsvaraj ల మధ్య పదునైన చర్చ, #Hallabol చూడండి
Aaj tak live https://t.co/foz5qpkk43 https: // t…",neutral
"'చోటా చిదంబరం' ను కాపాడటానికి కాంగ్రెస్ లోక్‌పాల్ ఎంపిక కమిటీ సమావేశం నుండి వేరు చేయబడిందా? హల్లా బోల్,… https://t.co/gewfa7xgp2",neutral
వాసిమ్ రిజ్వి ఒక రకస్ ఉందని లేఖలో ఏమి వ్రాశారు. పెద్ద కథ | న్యూస్ tak https://t.co/gqni65vpkb ద్వారా @youtube ద్వారా,neutral
"శ్రీదేవి యొక్క చివరి దర్శనంలో, బాలీవుడ్ ఆమె కళ్ళతో నిండిపోయింది. న్యూస్ తక్ | B ... https://t.co/wdbr3nvrgs @youtube ద్వారా",neutral
"శ్రీదేవి వంటి ఈ నక్షత్రాల మరణం యొక్క కథ! , న్యూస్ తక్ | పెద్ద కథ | Va ... https://t.co/bzthdjunsi @youtube ద్వారా",neutral
బర్నింగ్ పైర్ మధ్యలో మీరు బనారస్‌లో హోలీని ఎక్కడ ఆడుతున్నారు? న్యూస్ తక్ | పెద్ద కథ | V ... https://t.co/zeitmroarn @youtube ద్వారా,neutral
"Rt @aajtak: #Hallabol, @sambitsvaraj మరియు @priyankac19 మధ్య కార్తీ చిదంబరం అరెస్టుపై పదునైన చర్చ చూడండి .. సరైనది ఏమిటి మరియు తప్పు
లివ్…",neutral
"Rt @aajtak: #hallabol, @sambitsvaraj - అరెస్టు లేనప్పుడు, కాంగ్రెస్ ప్రజలు అరెస్టు చేయరని, అరెస్టు చేసినప్పుడు వారు అరెస్టు చేయరని చెప్పారు…",neutral
కార్తీ చిదంబరం అరెస్టుకు కారణం ఏమిటి? @Sambitswaraj @priyankac19 సాయంత్రం 6 గంటలకు @aajtak https://t.co/pkml7oyrr,neutral
వీడ్కోలు మూన్లైట్! https://t.co/xskg0jsjn8,neutral
"Rt @aajtak: #hallabol, శ్రీదేవి వ్యక్తిత్వం యొక్క వివిధ అంశాలపై చలనచిత్ర ప్రపంచంలోని ప్రసిద్ధ వ్యక్తులు ఏమి చెబుతున్నారో చూడండి. వారు చెప్పేది చూడండి…",neutral
"Rt @aajtak: ... ఓ నా 'మూన్లైట్'
మొత్తం ప్రోగ్రామ్ @anjanaomkashyap తో చూడండి: https://t.co/9gdkyob9jp
#SpericialReport https://t.co/2zqtdvtgq",neutral
"Rt @aajtak: శ్రీదేవికి జితేంద్ర యొక్క చివరి 'బహుమతి'
6:00 PM
@Anjanaomkashyap చూడండి కేవలం AAJ tak https://t.co/te2pnwkqat",neutral
9 అమాయకుల అరుపులు వినబడవు @nitishkumar? మంచి పాలన 'కూర్చున్నది'!,neutral
"Rt @newstakofficial: Delhi ిల్లీ యొక్క ఈ దొంగతనం చూస్తే, మీరు మీ నుదిటిని కొడతారు!
#Delhi #cctv #cauttoncamera #newstak

దేశం మరియు ప్రపంచం యొక్క మిగిలిన వార్తలు…",neutral
"RT @newstakofficial: #ఫిబ్రవరి 27 మధ్యాహ్నం 1 గంటలకు బులెటిన్
తక్షణ వార్తల కోసం అనుసరించండి",neutral
"Rt @newstakofcial: రాహుల్ గాంధీ యొక్క అమిత్ షా కాపీ
 #Newstak @amitshahoffice @narendramodi @officeofrg

మిగిలిన దేశం మరియు ప్రపంచం…",neutral
"బీహార్‌లో అమాయక ప్రజల మరణానికి దోషిగా ఉన్న బిజెపి నాయకుడు ఎవరు? , న్యూస్ tak https://t.co/waplo6xxt @youtube ద్వారా",neutral
"పుదుచెర్రీలో పిఎం మోడీ కాలినడకన ఎక్కడ చేరింది? , న్యూస్ tak https://t.co/bvjjvxstbc ద్వారా @youtube ద్వారా",neutral
రామ్ టెంపుల్‌పై ఓవైసీ చేసిన ప్రకటనపై పెద్ద ప్రతీకారం.,neutral
"Rt @newstakofficial: దేశవ్యాప్తంగా హోలీని ఈ విధంగా జరుపుకుంటారు, రంగులు ఎగిరింది
#HOLI #HOLI2018

దేశం మరియు ప్రపంచం యొక్క మిగిలిన వార్తలు…",neutral
వధువు బండిపై స్వారీ చేసే వరుడి ఇంటికి చేరుకుంది. న్యూస్ తక్ | పెద్ద ... https://t.co/qqfixhoe7b @youtube ద్వారా,neutral
"శ్రీదేవి జీవితం యొక్క ఈ రహస్యాలు మీరు వినరు! , న్యూస్ తక్ | పెద్ద కథ https://t.co/idkvfagwxb ద్వారా @youtube ద్వారా",neutral
"కుటుంబం Delhi ిల్లీకి సమీపంలో ఐసియులోకి ప్రవేశించి, వైద్యుడిని ఓడించింది. న్యూస్ తక్ | పెద్ద కథ https://t.co/ybzluzwmci @youtube ద్వారా",neutral
శ్రీదేవి మరణాన్ని అమితాబ్ అప్పటికే గ్రహించారా? పెద్ద కథ | Ne ... https://t.co/prlbjalxcl ద్వారా @youtube ద్వారా,neutral
శ్రీదేవి ఇంట్లో అలాంటి జీవితాన్ని గడిపినట్లు పొరుగువాడు చెప్పాడు. పెద్ద కథ | న్యూస్ tak https://t.co/rgdx0wdfxv @youtube ద్వారా,neutral
ఇది శ్రీదేవి యొక్క చివరి వీడియో. పెద్ద కథ | న్యూస్ tak https://t.co/gjueh27om ద్వారా @youtube ద్వారా,neutral
బాలీవుడ్ యొక్క ప్రసిద్ధ నటి శ్రీదేవి గుండెపోటుతో మరణించారు. బిగ్ ఎస్ ... https://t.co/rlnvb7gymi ద్వారా @youtube ద్వారా,neutral
PM మోడీ నీరవ్ మోడీపై నిశ్శబ్దం విరిగింది! న్యూస్ తక్ | పెద్ద కథ https://t.co/ukemviqm0l ద్వారా @youtube ద్వారా,neutral
"హోలీని కృష్ణ నగరంలో జరుపుకుంటారు, రిపోర్టర్లు తమను తాము ఆపలేరు .న్యూస్ టాక్ https://t.co/iromuopi75 @youtube ద్వారా",neutral
పూర్తి సమావేశంలో బిజెపి ఎమ్మెల్యే ఏమి చెప్పారు? లా జోకింగ్ న్యూస్ tak https://t.co/atbnf4rowq ద్వారా @youtube,neutral
"ఈ పెద్ద ప్రశ్నకు యోగి మధుర ఏమి చేరుకున్నాడు? , న్యూస్ తక్ | పెద్ద కథ https://t.co/upanfwdg8y @youtube ద్వారా",neutral
"షరతు పెట్టండి ...

గంగా ముందు బ్యాంకులు శుభ్రంగా ఉంటాయి!

వాట్సాప్ ద్వారా",neutral
ప్రేక్షకులందరూ నిలబడి ఉన్న అంజనా ప్రదర్శనలో ఏమి జరిగింది? పెద్ద కథ | న్యూస్ tak https://t.co/7mpmgywecx ద్వారా @youtube,neutral
"స్లాప్ కనుగొనబడింది! హల్లా బోల్, 6 o'clock at @aajtak @nupursharmabjp @nayakragini మరియు @lambaalka. Delhi ిల్లీ… https://t.co/goxfb6uawf",neutral
"ఇలాంటి ప్రధానమంత్రి డ్యాన్స్ చేయడాన్ని మీరు చూడకూడదు! , న్యూస్ tak https://t.co/kcdbn86rp1 @youtube ద్వారా",neutral
"RT @newstakofficial: తక్షణ వార్తల కోసం అనుసరించండి @newstakofful. #ఫిబ్రవరి 23, ఉదయం 9 గంటలకు #మోర్నింగ్ బులెటిన్. @Newstakofficial @a…",neutral
"Rt @aajtak: సరిహద్దుపై పాకిస్తాన్ యొక్క ""దుర్మార్గపు"" చర్య కొనసాగుతోంది, ఇంకా పాకిస్తాన్ కళాకారుల కళ? సాయంత్రం 6 గంటలకు @anjanaomkashyap తో #హలాబోల్ చూడండి ..…",neutral
"Rt @newstakofficial :. తక్షణ వార్తల కోసం అనుసరించండి @newstakofcial. ఫిబ్రవరి 22, ఉదయం 8 గంటలకు #మోర్నింగ్ బులెటిన్. @Newstakofficial @a…",neutral
"Rt @Rekhta: పోరాట వర్ల్‌పూల్స్‌తో టండ్ తరంగాలతో చిక్కుకుంది
మీరు ఒడ్డున ఎంత దూరం నడుస్తారు

~ రాజా హమ్దానీ #గుడ్మోర్నింగ్",neutral
RT @newstakofficial: అలాంటి అన్ని వార్తలకు @newstakofcial ను అనుసరించండి. లక్నోను 10 రోజుల్లో ఇలా చేయండి! @newstakofficial @anjanaomkashyap…,neutral
"ఈ రోజు మీరు మళ్ళీ నిద్రపోతారు, కానీ నిద్రపోయే ముందు, మీ భారతదేశం యొక్క అలవాటుకు ఏమి జరిగింది… మాల్డాలోని https://t.co/s6lusbsmgb",neutral
"Rt @aajtak: Delhi ిల్లీలో మహాభారత ప్రభుత్వ-నూకర్షా.
#Specialreport
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/njwl1kr5ni https…",neutral
"RT @newstakofficial: ఖచ్చితమైన, ఉత్తేజకరమైన మరియు అద్భుతమైన వార్తల కోసం @newstakofcial అనుసరించండి @newstakofcial. Https లో మమ్మల్ని చందా చేయండి:…",neutral
"మీరు చెమట తీయండి .. నీరవ్ మోడీ ఛాతీని చూపిస్తుంది!
ఈ రోజు, బ్యాంకులు హల్లా బోల్‌లోని పబ్లిక్ కోర్టులో లెక్కించబడతాయి!
6 o'clock @aajtak… https://t.co/6koqerbtoa",neutral
"నా దేశం యొక్క భూమి కదిలింది, గోధుమ రంగు సెల్! హల్లా బోల్ 6 o'clock @aajtak https://t.co/84f5wxjpno",neutral
సగం భారతీయ నీరవ్ మోడీ పూర్తి భారతదేశాన్ని ఎంచుకుని ఛాంపియన్ అయ్యాడు. నీరవ్-నీరవ్ చేస్తున్నప్పుడు ఇక్కడ కొఠారి వచ్చింది!,neutral
"RT @newstakofcial: ఖచ్చితమైన, ఉత్తేజకరమైన మరియు అద్భుతమైన వార్తల కోసం అనుసరించండి @newstakofficial
@Newstakofcial. మీరు రైలు ఆహారం తింటుంటే, చూడండి…",neutral
"RT @AAJTAK: #SpecialReport NIRAV MODI ఎక్కడ ఉందో ఎవరికీ తెలియదు? ఈ ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి
మొత్తం ప్రోగ్రామ్‌ను చూడండి-…",neutral
"Rt @aajtak: కాంగ్రెస్-బిజెపిలోని బ్యాంకింగ్ స్కామ్ నీరవ్ మోడీ యొక్క కింగ్‌పిన్ #హల్లాబోల్ లో చూడండి. @Anjanaomkashyap తో
పూర్తి పని…",neutral
"RT @AAJTAK: ప్రభుత్వం మార్చబడింది మోసాలు మార్చబడ్డాయి
Https://t.co/hz5qspn18i తో పెద్ద చర్చ @anjanaomkashyap చూడండి",neutral
"RT @AAJTAK: పన్ను చెల్లింపుదారులు మరియు దొంగలు ధనవంతులు!
Https://t.co/nqwxiwdhe9 తో పెద్ద చర్చ @anjanaomkashyap చూడండి",neutral
"RT @AAJTAK: యుపిఎ ప్రభుత్వం బ్యాంక్ స్కామ్ జరగనివ్వండి?
Https://t.co/oujaqmm65z తో పెద్ద చర్చ",neutral
"RT @AAJTAK: PNB స్కామ్ లేదా NDA కి యుపిఎ బాధ్యత వహిస్తుందా?
Https://t.co/3bktpkdtrh తో పెద్ద చర్చ @anjanaomkashyap చూడండి",neutral
"RT @AAJTAK: మహాఘోటేల్‌కు ఎవరు బాధ్యత వహిస్తారు?
Https://t.co/4dobfmsory తో పెద్ద చర్చ @anjanaomkashyap చూడండి",neutral
"పన్ను చెల్లింపుదారు, దొంగలు ధనవంతులు!
 .",neutral
"బిగ్గరగా మాట్లాడండి నిమో నామ్ :.
#Niravmodiloot",neutral
"హాజరులో 75% మంది జెఎన్‌యు, నినాదాలు, అప్పుడు సిబ్బంది బందీలలో తప్పనిసరి నిరసనలు. ఇది స్వతంత్ర దేశంలో స్వేచ్ఛా నిధి.",neutral
పిఎన్‌బిలో ఖాతాలు ఉన్నవారికి ఏమి జరుగుతుంది? న్యూస్ తక్ లైవ్ https://t.co/ular0l4usn @youtube ద్వారా,neutral
"సల్మాన్ నాద్విపై పెద్ద ఛార్జ్, అయోధ్యపై పెద్ద బహిర్గతం! , పెద్ద కథ | వార్తలు ... https://t.co/qaocmkxmdf ద్వారా @youtube ద్వారా",neutral
భారతదేశం యొక్క అతిపెద్ద బ్యాంక్ స్కామ్ యొక్క మొత్తం ఆట ఈ విధంగా జరిగింది! పెద్ద కథ | క్రొత్తది ... https://t.co/nobgu58j2e @youtube ద్వారా,neutral
"11,400 కోట్ల కుంభకోణంలో పట్టుబడిన నీరవ్ మోడీ కథ ఇది! , న్యూస్ tak https://t.co/rot5zfl6wr @youtube ద్వారా",neutral
"Rt @aajtak: 'హార్డ్కోర్ గ్యాంగ్' ప్రియా యొక్క నైన్ ను పొందుపరిచింది!
.",neutral
"Rt @AAJTAK: ప్రియా వీడియోలో నటించింది కాని ఈ వ్యక్తులు నిజ జీవితంలో పనిచేస్తారు: @m_mansiofful
ప్రత్యక్ష: https://t.co/foz5qpkk43 #h…",neutral
"Rt @aajtak: మాపై ఆయన నటనను ఎవరూ విధించలేరు: ముఫ్తీ ఎజాజ్ కజ్మి
ప్రత్యక్ష: https://t.co/foz5qpkk43 #hallabol https://t.co/pcqhqrvync",neutral
"RT @AAJTAK: భావోద్వేగాలు చాలా బాధపడితే వీడియో ఎందుకు చూడండి: @koneenica
ప్రత్యక్ష: https://t.co/foz5qpkk43 #halabol https://t.co/kj5obogn3k",neutral
"RT @AAJTAK: ప్రియా వీడియోపై పదునైన చర్చ
ప్రత్యక్ష: https://t.co/foz5qpkk43 #halabol https://t.co/p1oregt9pg",neutral
"Rt @aajtak: మౌలానా కాజ్రేర్ నైన్ వాలికి ఎందుకు భయపడుతున్నారు?
#Hallabol @anjanaomkashyap వద్ద 5.58 am https://t.co/f5llimikxu",neutral
"Rt @AAJTAK: ప్రియా ప్రకాష్ పాటపై వివాదం!
ప్రత్యక్ష: https://t.co/foz5qpkk43 #halabol https://t.co/4ibjfqjfgv",neutral
"Rt @aajtak: ప్రవక్త సహబ్ మరియు అతని భార్యను ఈ పాట నుండి తొలగించాలి: ఖాజీ అబ్దుల్ రెహ్మాన్
ప్రత్యక్ష: https://t.co/foz5qpkk43 #Hallabol https://t.co/hy ..",neutral
"RT @AAJTAK: ఈ వీడియోపై వివాదం అనవసరం, ఇలాంటివి ఏమీ లేవు: @iratrivei
ప్రత్యక్ష: https://t.co/foz5qpkk43 #hallabol https://t.co/xnsj6yy97q",neutral
"RT @AAJTAK: 'ఇస్లాం ఈ వీడియోను ఇవ్వదు'
ప్రత్యక్ష: https://t.co/foz5qpkk43 #halabol https://t.co/9xs9xfbs1x",neutral
"Rt @aajtak: వీడియోలో, ఖాతిజా భార్య పేరు పూణ షాన్ షౌకట్ నుండి ఎందుకు తీసుకోబడింది, ఎందుకు సమస్య: రూబీ యాదవ్
ప్రత్యక్ష: https://t.co/foz5qpkk43 #Halabol htt…",neutral
"Rt @aajtak: అమరవీరుడు అష్రాఫ్ అంత్యక్రియల్లో అమరవీరుడు గుమిగూడారు
Https://t.co/ir98y0z1sj https://t.co/24otpnqh78",neutral
"Rt @aajtak: #Hallabol: కాశ్మీర్‌లో అమరవీరుల అంత్యక్రియలు, పాకిస్తాన్‌కు చెంపదెబ్బ కొట్టండి
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/jax/",neutral
ట్రైకోలర్లో చుట్టిన షాహీద్ మొహమ్మద్ అష్రఫ్ మృతదేహం కాశ్మీర్‌లోని ప్రతి ఇంటి నుండి 'అష్రాఫ్' బయటకు వస్తుందని చెబుతోంది! అనంత్ నాగ్ నుండి కుప్వారా మరియు… https://t.co/1177ihuzbs,neutral
"బాలీవుడ్ పాటలపై ప్రియా కళ్ళు 'ఛాతీ'
https://t.co/awaxh4ifhe
YouTube లో https://t.co/l8uvrhlfzq కు సభ్యత్వాన్ని పొందండి",neutral
"Rt @aajtak: ""మీరు బాబ్రీ మసీదును ఇచ్చిన తర్వాత, మీరు వేలాది మందిని ఇవ్వాలి""
మొత్తం ప్రోగ్రామ్ చూడండి- htt…",neutral
"Rt @rekhta: ఘామ్-ఇ-జహాన్ ఖాతా చేస్తున్నారు
ఈ రోజు మీకు గుర్తు
#Faizahmadfaiz",neutral
"Rt @aajtak: మీరు బాబ్రీ మసీదు ఇస్తే ...?
సాయంత్రం 5.58 గంటలకు https://t.co/vmn5euxpe8 తో #halabol @anjanaomkashyap చూడండి",neutral
"Rt @AAJTAK: ఆలయ-మసీదు వివాదం కోర్టు వెలుపల పరిష్కరించబడుతుందా?
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/kjc2zmvyvm
#స్పెషల్…",neutral
"Rt @aajtak: రామ్ ఆలయంలో ముస్లింలు 'మౌలానా ప్రణాళికను' అంగీకరిస్తారా?
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https: // fabt5aptb9
#హలాబ్…",neutral
"RT @AAJTAK: కోర్టు వెలుపల ఒప్పందం, హిందూ-ముస్లిమ్ సిద్ధంగా ఉన్నారా?
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/nz5qkgoadd
#కారంటికారి హెచ్…",neutral
ఉదయం 8.30 గంటలకు రామ్ టెంపుల్ వద్ద ఘర్షణ,neutral
"రామ్ ఆలయానికి శుభవార్త వస్తుందా?
హల్లా బెల్ @aajtak https://t.co/qupaxihtzq",neutral
"రామ్ ఆలయానికి శుభవార్త వస్తుందా?
హల్లా బోల్ @aajtak https://t.co/usglfj9vrg సాయంత్రం 6 గంటలకు",neutral
"Rt @aajtak: రామ్ ఆలయంలో ముస్లింలు 'మౌలానా ప్రణాళికను' అంగీకరిస్తారా?
5.58 PM వద్ద #Halabol @anjanaomkashyap చూడండి",neutral
"రన్, అతిపెద్ద ఘర్షణ @aajtak @sambitsvaraj @asadowaisi ఇప్పుడు ప్రత్యక్షంగా ఉంది !!!",neutral
"Rt @aajtak: నవ్వుతూ అప్పుడు చిక్కుకున్నారు!
సాయంత్రం 5.58 గంటలకు @anjanaomkashyap తో #హలాబోల్ చూడండి. https://t.co/3pbazateyy",neutral
"Rt @aajtak: దేశంలోని నమ్మకమైన హిందూస్థానీ, పాకిస్తానీ అని మీరు ఎందుకు చెబుతారు?
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/pp315k8owj
#హాల్…",neutral
"ప్యాడ్మాన్ నాతో @akshaykumar ప్యాడ్లతో సెల్ఫీతో, సంకోచాన్ని తొలగిస్తుంది! @aajtak https://t.co/frmujtugdb",neutral
"Rt @aajtak: ఓవైసీ మళ్ళీ వచ్చింది, పాకిస్తాన్‌ను తీసుకువచ్చింది!
  #Halabol @anjanaomkashyap వద్ద 5:58 PM https://t.co/rca6zvrc4v",neutral
సాయంత్రం 6 గంటలకు హల్లా బోల్,neutral
"RT @AAJTAK: హిందువులు నిరుద్యోగి అయితే, అల్లర్లు ఉంటాయా?
5.58 PM వద్ద #Halabol ను చూడండి @anjanaomkashyap https://t.co/qnegli3pwq",neutral
Rt @rohitvishwakarm: @aanjanaomkashyap లో పకోరాస్ మరియు అల్లర్ల రాజకీయ సంబంధంపై పెద్ద చర్చ,neutral
"మీరు కుడుములు వేయించినట్లయితే, మీరు అల్లర్లు చేయరు ' - ఎవరు చెప్పారు? పకోడా సాకు, మెజారిటీ లక్ష్యం? రాజకీయాల ప్లేట్‌లో అల్లర్ల కుడుములు!… Https://t.co/8jvlv0d1w1",neutral
"Rt @aajtak: 'pakoda' vs 'అల్లర్లు'
@Anjanaomkashyap https://t.co/yrmveqrlev తో సాయంత్రం 5.58 గంటలకు #హలాబోల్ చూడండి",neutral
"RT @AAJTAK: #SpecialReport: కెప్టెన్ కపిల్ కుండు యొక్క అమరవీరుడిపై మొత్తం దేశానికి నమస్కారాలు
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/ ..",neutral
"నేటి యువత PM యొక్క 'పకోడా ఉపాధి' లో ఏమి చెప్పారు? , న్యూస్ tak https://t.co/wlr4lzobin @youtube ద్వారా
ట్రెక్వెంట్ వీడియోలు… https://t.co/itu1uwtdai",neutral
"Rt @aajtak: తాజ్ ఫెస్టివల్‌లో రామ్ పేరు మీద ఎందుకు కలకలం
@Anjanaomkashyap https://t.co/qoys1eaxlq తో సాయంత్రం 5.58 గంటలకు #హలాబోల్ చూడండి",neutral
"Rt @aajtak: తాజ్ ఫెస్టివల్ వద్ద రామ్ ..
@Anjanaomkashyap https://t.co/ohepcs8jud తో సాయంత్రం 5.58 గంటలకు #హలాబోల్ చూడండి",neutral
"Rt @aajtak: ఇప్పుడు తాజ్ ఫెస్టివల్‌లో కుంకుమ
@Anjanaomkashyap https://t.co/vsywdfligs తో సాయంత్రం 5.58 గంటలకు #హలాబోల్ చూడండి",neutral
"Rt @aajtak: #Hallabol లో DG చూడండి, ప్రమాణం, 'రామ్-మండిర్ మాకు చేస్తుంది'
  ఈ రోజు సాయంత్రం 5:58 గంటలకు, @aajtak: // t లో @anjanaomkashyap తో https.",neutral
"సాయంత్రం 6 గంటలకు ఖాకీ '@aajtak యొక్క రామ్ టెంపుల్ ప్రమాణంపై అతిపెద్ద చర్చ
@sambitswaraj @akhileshpsingh @rakeshsinha01 @rajeevrai మరియు… https://t.co/9z5tnfxg4d",neutral
"RT @newstakofficial: #budgetssion bjp vs కాంగ్రెస్, రౌండ్ టేబుల్ డిబేట్ అంజనా ఓం కశ్యప్. @anjanaomkashyap @manishtevari @dpradhanbjp ht…",neutral
గుండ్రని బడ్జెట్‌లో @dpradhanbjp @manishtevari మరియు పరిశ్రమ అనుభవజ్ఞులతో. రైతుల బడ్జెట్‌లో పారిశ్రామికవేత్తలు… https://t.co/ce35yfty5z,neutral
"బడ్జెట్ 2018: ఏ విషయాల నుండి ఉపశమనం పొందే విషయాలు ఏమిటి? , న్యూస్ tak https://t.co/4qclbgolwz @youtube ద్వారా",neutral
"రైతులో బంగాళాదుంప 10 పైస్, చిప్స్ ప్యాకెట్ 10 రూపాయలు మరియు సోలోలో రెండు ప్యాకెట్లు ఉన్నాయి, ఇండియా న్యూస్ తక్ వినండి
బడ్జెట్… https://t.co/eqlgzergo",neutral
బడ్జెట్ మార్కెట్ @aajtak నిరంతర https://t.co/liz4rzz85t,neutral
"Rt @aajtak: రాజకీయాల కోసం సైన్యం ఎంతకాలం ఏర్పడుతుంది! ..
పదునైన చర్చతో #హల్లాబోల్ చూడండి @anjanaomkashyap: https://t.co/crznj77sjo h…",neutral
"మనస్సు యొక్క బడ్జెట్ ఉంటుందా? యూట్యూబ్‌లో న్యూస్ టాక్‌లో ప్రత్యక్ష విశ్లేషణ
రోజంతా మోడీ ప్రభుత్వం యొక్క చివరి బడ్జెట్‌పై అత్యంత ఖచ్చితమైన విశ్లేషణ, ఉదయం 8 బి… https://t.co/74nxwoizon",neutral
"Rt @aajtak: మోడీ మంత్రి అన్నారు- దేశం సంతోషంగా ఉంది, కాంగ్రెస్ సమాధానం- పబ్లిక్
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/j0qyvm ..",neutral
"RT @AAJTAK: రన్నర్లు ఎప్పుడు ప్రదర్శనను వదిలి పారిపోతారు?
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap: https://t.co/rqw4upuaw తో చూడండి
#హాల్…",neutral
"Rt @aajtak: పాకిస్తాన్ పార్ట్ 2 ను భారతదేశం నుండి మార్చడానికి కుట్ర?
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 https://t.co/thoe8yqpdt",neutral
"Rt @aajtak: అజామ్ నసీరుల్ ఇస్లాం ప్రదర్శనను మధ్యలో వదిలి తప్పించుకున్నాడు
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 https://t.co/jbvfq18inj",neutral
"Rt @aajtak: దేశాన్ని విభజించే వారు మనకు ఏమి బోధిస్తారు - amsambitswaraj
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 https://t.co/0h2a6stir0",neutral
"Rt @AAJTAK: ముస్లింలను రెచ్చగొట్టే సమస్యపై @Shabnlone మరియు @sambitsvaraj ల మధ్య పదునైన శబ్దం
#Halalabol
లైవ్: https://t.co/foz5qpkk43 ..",neutral
"Rt @aajtak: అజమ్ నసీరుల్ ఇస్లాంను అరెస్టు చేయాలి- @rakeshsinha01
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 https://t.co/x063kthtkf",neutral
"Rt @aajtak: ఈ ప్రజలు హిందూస్తాన్ జిందబాద్ నినాదాన్ని పెంచగలరా? -@సాంబిట్స్వరాజ్
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 https://t.co/pkdkjp",neutral
"Rt @aajtak: భారతదేశం బ్రెడ్ తినేవారు భారతదేశాన్ని విభజించడం గురించి మాట్లాడుతున్నారు
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 https://t.co/almhxr49qq",neutral
"Rt @aajtak: @rakeshsinha01 మరియు @sambitsvaraj భారతదేశంలో 'న్యూ పాకిస్తాన్' డిమాండ్ చేసిన వారితో ఘర్షణ పడ్డారు
#Halalabol
లైవ్: https://t.co/foz5qpkk43 ..",neutral
"Rt @aajtak: బిజెపి-పిడిపి ప్రభుత్వం డిప్యూటీ ముఫ్తీని వేరుచేసింది, అప్పుడు ఈ నాటకం ఎందుకు? @Shabnlone
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpk ..",neutral
8 -నెలల అమ్మాయిపై అత్యాచారం చేసిన ఈ 27 -సంవత్సరాల నిందితుడు. అమ్మాయి 3 గంటల శస్త్రచికిత్స చేయించుకుంది. నా ప్రశ్న- ఎందుకు వేలాడదీయకూడదు… https://t.co/ky0jtsncm8,neutral
"Rt @aajtak: నేటి 'జిన్నా' లైవ్‌తో ఘర్షణ
#Hallabol https://t.co/xqpwjp5esv @anjanaomkashyap తో సాయంత్రం 5.58 గంటలకు",neutral
"8 -నెలల అమ్మాయితో అటువంటి అత్యాచారం ఆమె శస్త్రచికిత్స 3 గంటలు కొనసాగింది. ఎవరైనా వింటున్నారా, లేదా అందరూ నిద్రపోతున్నారా?

Delhi ిల్లీలో అత్యాచారం… https://t.co/fs6os1phk",neutral
"Rt @aajtak: కస్గంజ్ హింస 'కుట్ర' లేదా రాజకీయాలు, CM యోగిపై ప్రశ్నలు లేవనెత్తాయి
మొత్తం ప్రోగ్రామ్‌ను @anjanaomkashyap తో చూడండి: https://t.co/mzkluf2uai
#హ…",neutral
"Rt @aajtak: DM సాహాబ్ కస్గంజ్ కథను వివరించాడు
#Halalabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 https://t.co/7zrvrftlxz",neutral
